Year,Farm,Property_Grouping,PK_Boundary,Simplified_Boundary,Very_Simplified_Boundary,Planting_date,Treatment,Colour,Rep,Number_of_Pods,Pod_number,Seed viable,Seed inviable,Native_new_age,Type_of_farm
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,11,8,16,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,11,9,18,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,11,1,16,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,11,11,15,5,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,11,3,14,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,5,24,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,6,19,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,10,9,21,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,11,2,15,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,11,3,11,2,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,11,4,19,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,11,9,14,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,11,10,22,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,3,14,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,4,16,2,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,5,16,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,1,10,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,17,9,16,3,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,17,11,16,2,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,17,12,18,2,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,17,6,17,3,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,17,1,15,3,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,12,4,12,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,12,5,17,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,12,6,17,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,12,7,16,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,12,8,17,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,2,1,0,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,2,2,0,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Closed,NA,3,2,0,0,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Closed,NA,2,1,1,0,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,6,23,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,3,19,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,4,21,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,2,27,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,7,7,28,1,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,11,4,15,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,11,11,23,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,11,7,13,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,11,1,14,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,11,2,21,1,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,9,2,11,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,9,3,17,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,9,1,11,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,18,6,13,1,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,18,2,14,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,18,11,14,2,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,18,13,16,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,18,9,18,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,1,18,7,12,4,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,2,2,1,13,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,2,2,2,16,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,3,9,4,8,3,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,3,9,5,9,2,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,3,9,1,10,1,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,3,9,7,6,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,3,9,8,4,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Control_farm,Control farm,Bare_fence,*,Open,NA,3,9,9,5,0,Off-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Closed,NA,1,3,1,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Closed,NA,1,3,2,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Closed,NA,1,3,3,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Closed,NA,2,2,1,4,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Closed,NA,2,2,2,3,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,1,16,8,11,4,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,1,16,9,19,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,1,16,10,20,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,1,16,11,13,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,2,10,2,16,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,2,10,5,24,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,2,10,8,21,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,2,10,10,20,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,7,3,18,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,7,5,16,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,7,6,15,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,7,1,15,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,7,7,13,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,1,12,3,23,4,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,1,12,5,22,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,1,12,6,24,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,1,12,9,24,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,1,12,10,24,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,1,12,11,24,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,2,8,2,10,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,2,8,3,17,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,2,8,4,20,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,2,8,8,11,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,2,8,6,10,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,3,10,1,20,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,3,10,2,20,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,3,10,5,12,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2017,Old native,Mixed_native,2017,Open,NA,3,10,7,13,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,3,1,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,3,2,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,3,3,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,2,1,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,2,2,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Closed,NA,3,1,1,0,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,8,8,17,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,8,7,16,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,8,6,14,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,5,3,15,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,5,4,15,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,5,1,14,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,5,4,21,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,5,3,14,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,13,11,19,2,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,13,12,16,7,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,13,13,17,5,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,13,8,15,4,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,13,6,14,4,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,2,13,4,12,10,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,3,3,1,12,3,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,3,3,2,9,4,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2018,Old native,Mixed_native,2018,Open,NA,3,3,3,9,6,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Closed,NA,1,3,1,0,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Closed,NA,1,3,2,0,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Closed,NA,1,3,3,0,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Closed,NA,2,2,1,0,1,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Closed,NA,2,2,2,4,12,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Closed,NA,3,1,1,0,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,9,5,17,2,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,9,6,23,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,9,2,15,4,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,9,9,21,2,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,9,8,12,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,13,8,26,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,13,9,25,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,13,10,10,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,10,3,20,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,10,4,14,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,10,8,10,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,1,14,2,12,3,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,1,14,3,17,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,1,14,4,10,6,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,1,14,8,10,2,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,1,14,7,9,1,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,2,11,2,20,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,2,11,3,20,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,2,11,7,14,0,One-year old native,Dairy
2021-2022,Terrace View,Terrace_view,Native_2021,New native,Mixed_native,2021,Open,NA,2,11,8,13,0,One-year old native,Dairy
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,1,1,0,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Closed,NA,2,1,1,0,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,4,1,16,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,4,2,12,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,4,3,15,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,4,4,18,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,11,9,10,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,11,10,11,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,11,11,13,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,11,8,17,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Open,NA,1,2,1,10,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Open,NA,1,2,2,8,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Control_farm,Control farm,Bare_fence,*,Open,NA,2,1,1,7,0,Off-farm bare fence,NA
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Closed,NA,1,1,1,0,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Closed,NA,1,2,2,0,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Closed,NA,2,2,1,0,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Closed,NA,2,2,2,0,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,3,1,18,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,3,2,15,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,3,3,19,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,7,5,16,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,7,6,18,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Open,NA,1,3,1,14,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Open,NA,1,3,2,11,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Open,NA,1,3,3,8,0,One-year old native,Arable
2021-2022,Tweed,Tweed,Native_2021,New native,Mixed_native,2021,Open,NA,3,1,1,8,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Closed,NA,2,4,1,0,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Closed,NA,2,4,2,2,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Closed,NA,2,4,3,0,2,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Closed,NA,2,4,4,1,3,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,8,7,14,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,8,8,11,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,8,3,11,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,8,1,10,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,14,3,21,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,14,12,27,1,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,14,6,22,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,14,8,24,2,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,14,9,19,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,14,10,19,0,One-year old native,Arable
2021-2022,Wakanui,Ward_Wakanui,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,12,5,22,0,One-year old native,Arable
